what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613495187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613495890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613627258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613630503
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613634943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613642079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613666834
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613668715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613668825
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1325613669781
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1325613671431
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1325613671475
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1325613678503
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613680418
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613684994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613687195
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613687879
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613687928
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.navigate.open.type",1325613687951
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325613700925
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613707551
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613714762
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613715640
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613715688
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613715690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613717279
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613718985
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613719164
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1325613719216
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.navigate.open.type",1325613719239
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1325613724487
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1325613727918
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1325613731539
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1325613735712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613739326
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613743104
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1325613743541
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1325613744224
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1325613744438
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1325613745176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613745252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613748478
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325613749807
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325614038786
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1325614040484
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1325614048564
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325614049749
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325614060263
