what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1325619497925
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1325619497956
activated,editor,com.android.ide.eclipse.adt,12.0.0.v201106281929-138431,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1325619499680
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1325619499680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619502128
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619503791
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619504655
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1325619511742
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619541051
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619543553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619546069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619705475
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619706576
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1325619706917
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1325619707813
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1325619707843
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1325619707876
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1325619707894
